"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"98";4,16;0,175;"";11;"BAG3;HILPDA;HSPA1A;HSPA1B;HSPH1;IER5;OLIG1;OLIG2;PDK1;SLC5A3;ZFAND2A"
"99";4,13;0,174;"";11;"BAG3;HILPDA;HSPA1A;HSPA1B;HSPH1;IER5;OLIG1;OLIG2;PDK1;SLC5A3;ZFAND2A"
"100";4,05;0,171;"";9;"DNAJA4;DNAJB1;HSPA1A;HSPA1B;HSPA6;HSPB1;IER5;OLIG2;SLC5A3"
"101";4,03;0,17;"";9;"BAG3;HILPDA;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;SLC5A3;ZFAND2A"
"102";4,03;0,17;"NFYA (directAnnotation). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"103";4,01;0,17;"NFYC (directAnnotation). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"104";4,01;0,17;"";6;"DNAJA4;HSP90AA1;HSPB1;PDK1;SERPINH1;SLC2A1"
"105";4;0,169;"TBPL1 (directAnnotation). ";11;"BAG3;DNAJA4;HSPA1A;HSPB1;HSPH1;OLIG1;OLIG2;SERPINH1;SLC2A1;SLC5A3;ZFAND2A"
"106";3,95;0,168;"HIVEP1; HIVEP2; HIVEP3; ZNF831 (inferredBy_Orthology). ";5;"CSF1;HSPA1A;HSPA1B;SLC5A3;TSPYL2"
"107";3,93;0,167;"";7;"DNAJB1;HSPA1A;HSPA6;HSPB1;HSPD1;PDK1;SERPINH1"
"108";3,88;0,165;"";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"109";3,87;0,165;"NFYB (directAnnotation). ";6;"DNAJB1;HSPA1A;HSPA1B;OLIG1;OLIG2;TSPYL2"
"110";3,81;0,163;"NFYB (directAnnotation). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"111";3,79;0,162;"NFATC1 (directAnnotation). ";5;"CSF1;HSPA1A;HSPA1B;HSPH1;SLC5A3"
"112";3,76;0,161;"SP2 (directAnnotation). ";5;"DNAJB1;HSPA1A;HSPA1B;IER5;TSPYL2"
"113";3,75;0,161;"NFYB (directAnnotation). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"114";3,75;0,161;"NFYB; POLE3 (inferredBy_Orthology). ";6;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG2;TSPYL2"
"115";3,75;0,161;"NFYC (directAnnotation). ";6;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG2;TSPYL2"
"116";3,74;0,161;"";9;"BAG3;DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2;ZFAND2A"
"117";3,74;0,16;"NFYA (directAnnotation). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"118";3,74;0,16;"";6;"BAG3;HSPA1A;HSPA1B;HSPH1;OLIG1;OLIG2"
"119";3,73;0,16;"POLR2A (directAnnotation). ";15;"BAG3;CHORDC1;DNAJA4;DNAJB1;HILPDA;HSPA1A;HSPA1B;HSPB1;IER5;OLIG1;OLIG2;PDK1;SLC5A3;TSPYL2;ZFAND2A"
"120";3,72;0,16;"DEAF1 (directAnnotation). ";9;"CSF1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPH1;OLIG2;TNFSF14;TSPYL2"
"121";3,71;0,159;"NFYA (inferredBy_Orthology). ";6;"DNAJB1;HSPA1A;HSPA1B;OLIG1;OLIG2;TSPYL2"
"122";3,69;0,159;"";13;"BAG3;HILPDA;HSPA1A;HSPA1B;HSPB1;HSPH1;IER5;OLIG1;OLIG2;PDK1;SLC5A3;TSPYL2;ZFAND2A"
"123";3,68;0,158;"SP2 (directAnnotation). ";6;"DNAJB1;DNAJB4;HILPDA;HSP90AA1;OLIG2;PDK1"
"124";3,67;0,158;"";5;"CTNNAL1;DNAJA4;HSPB1;HSPH1;OLIG1"
"125";3,65;0,157;"NFYB (directAnnotation). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
