"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"11";3,83;0,194;"HOXC8 (directAnnotation). ";13;"ARID3A;CDK1;DUSP2;EIF4E;GFOD1;KDM6B;MAFF;NFATC1;NR4A3;PRDM8;SFMBT2;THAP2;UBASH3B"
"12";3,8;0,193;"GMEB1 (inferredBy_Orthology). ";10;"BCL11A;EREG;GFOD1;INSIG1;MAFF;NFATC1;NR4A3;PRDM1;REV3L;SFMBT2"
"13";3,77;0,192;"HBP1 (inferredBy_Orthology). ";12;"ARID3A;BCL11A;CCDC71L;GFOD1;KDM6B;NFATC1;NR4A3;PRDM1;PRDM8;REV3L;SFMBT2;UBASH3B"
"14";3,76;0,192;"";9;"ARID3A;BCL11A;KDM6B;NFATC1;NFKBID;NR4A3;REV3L;TIPARP;UBASH3B"
"15";3,75;0,191;"OTX2 (directAnnotation). ";11;"ADA;BCL11A;CDK1;FSTL3;GFOD1;KDM6B;MMP19;PRDM1;PRDM8;SFMBT2;ZSCAN5A"
"16";3,73;0,191;"FOSB (directAnnotation). ";7;"ARID3A;EIF4E;MAFF;NFATC1;NR4A3;PRDM1;UBASH3B"
"17";3,73;0,19;"";13;"ARID3A;CCDC71L;CHST7;EIF4E;KDM6B;NFATC1;NFKBID;NR4A3;RBBP8;SFMBT2;THAP2;TPRA1;ZSCAN5A"
"18";3,71;0,19;"";10;"BCL11A;GFOD1;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;SFMBT2;SLC16A6;UBASH3B"
"19";3,7;0,19;"";9;"ARID3A;BCL11A;KDM6B;NFATC1;NFKBID;NR4A3;REV3L;SFMBT2;UBASH3B"
"20";3,63;0,187;"";7;"ARID3A;BCL11A;NFATC1;NR4A3;PRDM1;PRDM8;ZSCAN5A"
"21";3,61;0,186;"";9;"ARID3A;BCL11A;EIF4E;GFOD1;KDM6B;NFATC1;NR4A3;PRDM1;ZSCAN5A"
"22";3,59;0,186;"";11;"ADA;ARID3A;BCL11A;GFOD1;KDM6B;NFATC1;NFKBID;NR4A3;PRDM8;REV3L;SFMBT2"
"23";3,58;0,186;"";10;"BCL11A;DUSP2;GFOD1;KDM6B;NR4A3;PRDM8;RAB7B;RBBP8;SFMBT2;ZSCAN5A"
"24";3,58;0,185;"";9;"ARID3A;BCL11A;EIF4E;GFOD1;KDM6B;NFATC1;NR4A3;PRDM1;ZSCAN5A"
"25";3,58;0,185;"ZNF296 (directAnnotation). ";11;"DUSP2;KDM6B;MMP19;PHLDB1;PRDM1;PRDM8;RASGRP3;SFMBT2;TIPARP;UBASH3B;ZSCAN5A"
"26";3,56;0,185;"";23;"ADA;ARID3A;BCL11A;CCDC71L;CDK1;DUSP2;EIF4E;FSTL3;GFOD1;INSIG1;KDM6B;MAFF;MMP19;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;REV3L;SFMBT2;SLC16A6;UBASH3B"
"27";3,56;0,185;"";15;"ARID3A;BCL11A;EIF4E;GFOD1;KDM6B;MAFF;NR4A3;PRDM1;PRDM8;RASGRP3;REV3L;SFMBT2;TIPARP;TTYH2;ZSCAN5A"
"28";3,55;0,184;"RIOK2 (directAnnotation). ";10;"ADA;ARID3A;BCL11A;GFOD1;NFATC1;NR4A3;PRDM8;RASGRP3;RBBP8;TIPARP"
"29";3,55;0,184;"";7;"BCL11A;KDM6B;LPXN;NFATC1;NR4A3;REV3L;SFMBT2"
"30";3,54;0,184;"";8;"BCL11A;GFOD1;NR4A3;PRDM1;PRDM8;SFMBT2;SLC16A6;UBASH3B"
"31";3,54;0,184;"NFATC4 (directAnnotation). ";12;"BCL11A;GFOD1;KDM6B;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;RASGRP3;SFMBT2;SLC16A6"
"32";3,53;0,184;"POU3F2 (directAnnotation). ";9;"ADA;ARID3A;BCL11A;GFOD1;NFATC1;NR4A3;PRDM8;TTYH2;UBASH3B"
"33";3,51;0,183;"SSX3 (directAnnotation). ";8;"BCL11A;NR4A3;PHLDB1;PRDM1;PRDM8;RASGRP3;SFMBT2;SLC16A6"
"34";3,5;0,183;"E2F2 (directAnnotation). ";17;"ARID3A;BCL11A;CDK1;GFOD1;KDM6B;LPXN;MAFF;NFATC1;NR4A3;PRDM1;PRDM8;RASGRP3;REV3L;SFMBT2;SLC16A6;TIPARP;ZSCAN5A"
"35";3,47;0,182;"";10;"BCL11A;GFOD1;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;SFMBT2;SLC16A6;UBASH3B"
"36";3,46;0,181;"ZNF35 (inferredBy_Orthology). ";10;"ARID3A;BCL11A;EIF4E;NFATC1;NR4A3;PRDM1;RASGRP3;SFMBT2;UBASH3B;ZSCAN5A"
"37";3,46;0,181;"POLR2A (directAnnotation). ";12;"ARID3A;BCL11A;CCDC71L;GFOD1;INSIG1;NFKBID;PHLDB1;PRDM8;REV3L;THAP2;TPRA1;ZSCAN5A"
"38";3,45;0,181;"ZNF350 (directAnnotation). ";9;"ADA;BCL11A;EIF4E;NFATC1;PRDM1;PRDM8;RASGRP3;SFMBT2;UBASH3B"
"39";3,43;0,18;"";17;"ARID3A;BCL11A;EREG;GFOD1;KDM6B;LPXN;NFKBID;NR4A3;PRDM1;PRDM8;RASGRP3;RBBP8;REV3L;SFMBT2;SLC16A6;THAP2;ZSCAN5A"
